,id,Doc,Target,Original_Value,Attached_Value,Type,Annotator,DOI
1325,1325,Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,packaging,"['pure', 'OMMT']",,SYMBOLIC,1,https://doi.org/10.1016/j.eurpolymj.2007.06.015
1326,1326,Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,packaging,"['OMMT', 'in', 'the', 'polypropylene', 'composites']",,SYMBOLIC,1,https://doi.org/10.1016/j.eurpolymj.2007.06.015
1327,1327,Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,packaging,"['OMMT-polypropylene', 'composite']",,SYMBOLIC,1,https://doi.org/10.1016/j.eurpolymj.2007.06.015
1328,1328,Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,packaging,"['OMMT-polypropylene', 'nanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/j.eurpolymj.2007.06.015
1329,1329,Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,packaging,"['polypropylene', 'nanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/j.eurpolymj.2007.06.015
1330,1330,Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,packaging,"['pure', 'polypropylene']",,SYMBOLIC,1,https://doi.org/10.1016/j.eurpolymj.2007.06.015
1331,1331,Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,packaging,"['pure', 'PP']",,SYMBOLIC,1,https://doi.org/10.1016/j.eurpolymj.2007.06.015
1332,1332,Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,packaging,['nanocomposite'],,SYMBOLIC,1,https://doi.org/10.1016/j.eurpolymj.2007.06.015
1333,1333,Gas permeation properties of poly(lactic acid),packaging,"['poly', '(', 'lactic', 'acid', ')']",,SYMBOLIC,1,https://doi.org/10.1016/S0376-7388(01)00446-X
1334,1334,Gas permeation properties of poly(lactic acid),packaging,['PLA'],,SYMBOLIC,1,https://doi.org/10.1016/S0376-7388(01)00446-X
1335,1335,Gas permeation properties of poly(lactic acid),packaging,"['amorphous', 'films', 'of', 'PLA']",,SYMBOLIC,1,https://doi.org/10.1016/S0376-7388(01)00446-X
1336,1336,Gas permeation properties of poly(lactic acid),packaging,['PLAs'],,SYMBOLIC,1,https://doi.org/10.1016/S0376-7388(01)00446-X
1337,1337,Gas permeation properties of poly(lactic acid),packaging,"['PLA', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/S0376-7388(01)00446-X
1338,1338,Gas permeation properties of poly(lactic acid),packaging,"['biaxially', 'oriented', 'film']",,SYMBOLIC,1,https://doi.org/10.1016/S0376-7388(01)00446-X
1339,1339,Gas permeation properties of poly(lactic acid),packaging,"['amorphous', 'PLA', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/S0376-7388(01)00446-X
1340,1340,Gas permeation properties of poly(lactic acid),packaging,"['linear', 'PLA']",,SYMBOLIC,1,https://doi.org/10.1016/S0376-7388(01)00446-X
1341,1341,Gas permeation properties of poly(lactic acid),packaging,"['biaxially', 'oriented', 'PLA']",,SYMBOLIC,1,https://doi.org/10.1016/S0376-7388(01)00446-X
1342,1342,Gas permeation properties of poly(lactic acid),packaging,"['linear', 'PLAs']",,SYMBOLIC,1,https://doi.org/10.1016/S0376-7388(01)00446-X
1343,1343,Gas permeation properties of poly(lactic acid),packaging,['PET'],,SYMBOLIC,1,https://doi.org/10.1016/S0376-7388(01)00446-X
1344,1344,Gas permeation properties of poly(lactic acid),packaging,"['100', '%', 'linear', 'PLA']",,SYMBOLIC,1,https://doi.org/10.1016/S0376-7388(01)00446-X
1345,1345,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,packaging,"['polyether-based', 'polyurethane', 'membrane']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2011.04.021
1346,1346,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,packaging,"['Polyether-based', 'polyurethane']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2011.04.021
1347,1347,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,packaging,"['polyurethane–silica', 'nanocomposite', 'membranes']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2011.04.021
1348,1348,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,packaging,"['polyurethane–silica', 'membranes']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2011.04.021
1349,1349,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,packaging,['Polyurethane'],,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2011.04.021
1350,1350,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,packaging,"['PU–silica', 'nanocomposite', 'membranes']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2011.04.021
1351,1351,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,packaging,"['polyurethane', 'membranes']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2011.04.021
1352,1352,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,packaging,"['polyurethane–silica', 'composite', 'membrane']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2011.04.021
1353,1353,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,packaging,"['PBI–silica', 'hybrid', 'membranes']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2011.04.021
1354,1354,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,packaging,"['PBI–silica', 'nanocomposite', 'membranes']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2011.04.021
1355,1355,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,packaging,"['polyether-based', 'polyurethane–silica', 'membranes']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2011.04.021
1356,1356,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,packaging,"['wheat', 'gluten', 'coated', 'paper']",,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2013.06.008
1357,1357,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,packaging,"['wheat', 'gluten']",,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2013.06.008
1358,1358,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,packaging,"['coated', 'paper']",,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2013.06.008
1359,1359,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,packaging,['WG-paper'],,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2013.06.008
1360,1360,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,packaging,['WG-papers'],,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2013.06.008
1361,1361,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,packaging,['WG-films'],,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2013.06.008
1362,1362,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,packaging,"['WG', 'paper']",,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2013.06.008
1363,1363,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,packaging,['WG-film'],,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2013.06.008
1364,1364,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,packaging,"['uncoated', 'paper']",,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2013.06.008
1365,1365,Gas transport behavior of mixed-matrix membranes composed of silica nanoparticles in a polymer of intrinsic microporosity (PIM-1),packaging,"['PIM', '-', '1', '/', 'silica', 'nanocomposite', 'membranes']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2009.09.047
1366,1366,Gas transport behavior of mixed-matrix membranes composed of silica nanoparticles in a polymer of intrinsic microporosity (PIM-1),packaging,"['PIM', '-', '1', '/', 'silica', 'nanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2009.09.047
1367,1367,Gas transport behavior of mixed-matrix membranes composed of silica nanoparticles in a polymer of intrinsic microporosity (PIM-1),packaging,"['PIM', '-', '1']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2009.09.047
1368,1368,Gas transport behavior of mixed-matrix membranes composed of silica nanoparticles in a polymer of intrinsic microporosity (PIM-1),packaging,"['unfilled', 'PIM', '-', '1', 'membrane']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2009.09.047
1369,1369,Gas transport behavior of mixed-matrix membranes composed of silica nanoparticles in a polymer of intrinsic microporosity (PIM-1),packaging,"['PIM', '-', '1', '/', 'fumed', 'silica', 'mixed-matrix', 'membranes']",,SYMBOLIC,1,https://doi.org/10.1016/j.memsci.2009.09.047
1370,1370,Gas transport properties of polypropylene clay composite membranes,packaging,"['polypropylene', '/', 'clay', 'composite', 'membranes']",,SYMBOLIC,1,https://doi.org/10.1016/j.eurpolymj.2007.01.018
1371,1371,Gas transport properties of polypropylene clay composite membranes,packaging,"['unfilled', 'polypropylene', 'membrane']",,SYMBOLIC,1,https://doi.org/10.1016/j.eurpolymj.2007.01.018
1372,1372,Gas transport properties of polypropylene clay composite membranes,packaging,['PP'],,SYMBOLIC,1,https://doi.org/10.1016/j.eurpolymj.2007.01.018
1373,1373,Gas transport properties of polypropylene clay composite membranes,packaging,['PP-C6A'],,SYMBOLIC,1,https://doi.org/10.1016/j.eurpolymj.2007.01.018
1374,1374,Gas transport properties of polypropylene clay composite membranes,packaging,['PP-C15A'],,SYMBOLIC,1,https://doi.org/10.1016/j.eurpolymj.2007.01.018
1375,1375,Gas transport properties of polypropylene clay composite membranes,packaging,"['membranes', 'PP']",,SYMBOLIC,1,https://doi.org/10.1016/j.eurpolymj.2007.01.018
1376,1376,Gas transport properties of polypropylene clay composite membranes,packaging,"['PP', 'membrane']",,SYMBOLIC,1,https://doi.org/10.1016/j.eurpolymj.2007.01.018
1377,1377,High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,packaging,"['MCM', '-', '41', '/', 'PSF', 'MMMs']",,SYMBOLIC,1,https://doi.org/10.1016/j.micromeso.2007.12.028
1378,1378,High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,packaging,"['TMCS-modified', 'MCM', '-', '41', '/', 'PSF', 'MMMs']",,SYMBOLIC,1,https://doi.org/10.1016/j.micromeso.2007.12.028
1379,1379,High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,packaging,"['TMCS', 'modified', 'MCM', '-', '41', '/', 'PSF', 'MMMs']",,SYMBOLIC,1,https://doi.org/10.1016/j.micromeso.2007.12.028
1380,1380,High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,packaging,['MMM'],,SYMBOLIC,1,https://doi.org/10.1016/j.micromeso.2007.12.028
1381,1381,High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,packaging,"['MCM', '-', '41', '/', 'PSF', 'MMM']",,SYMBOLIC,1,https://doi.org/10.1016/j.micromeso.2007.12.028
1382,1382,High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,packaging,"['pure', 'PSF']",,SYMBOLIC,1,https://doi.org/10.1016/j.micromeso.2007.12.028
1383,1383,High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,packaging,"['MCM41', '/', 'PSF', 'MMMs']",,SYMBOLIC,1,https://doi.org/10.1016/j.micromeso.2007.12.028
1384,1384,High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,packaging,"['APTES', 'modified', 'MCM41', '/', 'PSF', 'mixed', 'matrix', 'systems']",,SYMBOLIC,1,https://doi.org/10.1016/j.micromeso.2007.12.028
1385,1385,High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,packaging,"['APTES', 'modified', 'MCM41', '/', 'PSF', 'MMM']",,SYMBOLIC,1,https://doi.org/10.1016/j.micromeso.2007.12.028
1386,1386,Improve the gas barrier property of PET film with montmorillonite by in situ interlayer polymerization,packaging,"['PET', '/', 'OMMT', 'nanocomposite']",,SYMBOLIC,1,https://doi.org/10.1016/j.matlet.2005.05.070
1387,1387,Improve the gas barrier property of PET film with montmorillonite by in situ interlayer polymerization,packaging,"['PET', '/', 'OMMT', 'composite']",,SYMBOLIC,1,https://doi.org/10.1016/j.matlet.2005.05.070
1388,1388,Improve the gas barrier property of PET film with montmorillonite by in situ interlayer polymerization,packaging,"['PET', '/', 'OMMT', 'film']",,SYMBOLIC,1,https://doi.org/10.1016/j.matlet.2005.05.070
1389,1389,Improve the gas barrier property of PET film with montmorillonite by in situ interlayer polymerization,packaging,"['PET', '/', 'OMMT', 'resin']",,SYMBOLIC,1,https://doi.org/10.1016/j.matlet.2005.05.070
1390,1390,Improve the gas barrier property of PET film with montmorillonite by in situ interlayer polymerization,packaging,"['PET', '/', 'OMMT']",,SYMBOLIC,1,https://doi.org/10.1016/j.matlet.2005.05.070
1391,1391,Mechanical properties and water vapor permeability of edible films made from fractionated soy proteins with ultrafiltration,packaging,"['Soy', 'protein', 'isolates']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2004.03.009
1392,1392,Mechanical properties and water vapor permeability of edible films made from fractionated soy proteins with ultrafiltration,packaging,['SPI'],,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2004.03.009
1393,1393,Mechanical properties and water vapor permeability of edible films made from fractionated soy proteins with ultrafiltration,packaging,"['Glycerol-plasticized', 'fractionated', 'soy', 'protein', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2004.03.009
1394,1394,Mechanical properties and water vapor permeability of edible films made from fractionated soy proteins with ultrafiltration,packaging,"['Soy', 'protein', 'isolate']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2004.03.009
1395,1395,Mechanical properties and water vapor permeability of edible films made from fractionated soy proteins with ultrafiltration,packaging,"['Soy', 'protein', 'film', 'solutions']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2004.03.009
1396,1396,Mechanical properties and water vapor permeability of edible films made from fractionated soy proteins with ultrafiltration,packaging,"['soy', 'protein', 'isolate']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2004.03.009
1397,1397,Mechanical properties and water vapor permeability of edible films made from fractionated soy proteins with ultrafiltration,packaging,"['fractionated', 'soy', 'protein', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2004.03.009
1398,1398,Mechanical properties and water vapor permeability of edible films made from fractionated soy proteins with ultrafiltration,packaging,"['soy', 'protein', 'fractions']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2004.03.009
1399,1399,Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,packaging,"['poly', '(', 'methyl', 'methacrylate', ')', '/', 'clay', 'nanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/j.jpcs.2009.12.044
1400,1400,Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,packaging,"['Poly', '(', 'methyl', 'metacrylate', ')', '/', 'montmorillonite']",,SYMBOLIC,1,https://doi.org/10.1016/j.jpcs.2009.12.044
1401,1401,Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,packaging,['nanocomposites'],,SYMBOLIC,1,https://doi.org/10.1016/j.jpcs.2009.12.044
1402,1402,Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,packaging,"['PMMA', '/', 'clay', 'nanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/j.jpcs.2009.12.044
1403,1403,Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,packaging,"['PMMA', '/', 'modified', 'clay', 'nanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/j.jpcs.2009.12.044
1404,1404,Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,packaging,"['PMMA', '/', 'CL120', '-', 'C50']",,SYMBOLIC,1,https://doi.org/10.1016/j.jpcs.2009.12.044
1405,1405,Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,packaging,"['PMMA', '/', 'CL120', '-', 'K2', 'nanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/j.jpcs.2009.12.044
1406,1406,Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,packaging,"['PMMA', '/', 'CL120', '-', 'C50', 'nanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/j.jpcs.2009.12.044
1407,1407,Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,packaging,"['PMMA', '/', 'CL120', '-', 'K2']",,SYMBOLIC,1,https://doi.org/10.1016/j.jpcs.2009.12.044
1408,1408,Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,packaging,"['pure', 'PMMA']",,SYMBOLIC,1,https://doi.org/10.1016/j.jpcs.2009.12.044
1409,1409,Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,packaging,"['PMMA', '/', 'clay', 'nanocomposite', 'membranes']",,SYMBOLIC,1,https://doi.org/10.1016/j.jpcs.2009.12.044
1410,1410,Morphology and properties of poly(methyl methacrylate) clay nanocomposites by in-situ solution polymerization,packaging,"['PMMA', 'CL120', '-', 'C50']",,SYMBOLIC,1,https://doi.org/10.1016/j.jpcs.2009.12.044
1411,1411,Oxygen permeability and mechanical properties of banana films,packaging,"['banana', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodres.2006.10.010
1412,1412,Oxygen permeability and mechanical properties of banana films,packaging,"['Banana', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodres.2006.10.010
1413,1413,Oxygen permeability and mechanical properties of banana films,packaging,"['methyl', 'cellulose']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodres.2006.10.010
1414,1414,Oxygen permeability and mechanical properties of banana films,packaging,['MC'],,SYMBOLIC,1,https://doi.org/10.1016/j.foodres.2006.10.010
1415,1415,Oxygen permeability and mechanical properties of banana films,packaging,['films'],,SYMBOLIC,1,https://doi.org/10.1016/j.foodres.2006.10.010
1416,1416,Oxygen permeability and mechanical properties of banana films,packaging,"['whey', 'protein', 'isolate']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodres.2006.10.010
1417,1417,Oxygen permeability and mechanical properties of banana films,packaging,['WPI'],,SYMBOLIC,1,https://doi.org/10.1016/j.foodres.2006.10.010
1418,1418,Oxygen permeability and mechanical properties of banana films,packaging,"['polyethylene', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodres.2006.10.010
1419,1419,Oxygen permeability and mechanical properties of banana films,packaging,"['banana', 'film']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodres.2006.10.010
1420,1420,Oxygen permeability and mechanical properties of banana films,packaging,"['Banana', 'flour', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodres.2006.10.010
1421,1421,Oxygen permeability and mechanical properties of banana films,packaging,"['Banana', 'film']",,SYMBOLIC,1,https://doi.org/10.1016/j.foodres.2006.10.010
1422,1422,Properties of polyethylene-layered silicate nanocomposites prepared by melt intercalation with a PP-g-MA compatibilizer,packaging,"['polyethylene-layered', 'silicate', 'nanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/j.compscitech.2005.03.015
1423,1423,Properties of polyethylene-layered silicate nanocomposites prepared by melt intercalation with a PP-g-MA compatibilizer,packaging,"['PE', '/', 'clay', 'nanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/j.compscitech.2005.03.015
1424,1424,Properties of polyethylene-layered silicate nanocomposites prepared by melt intercalation with a PP-g-MA compatibilizer,packaging,"['polyethylene–clay', 'nanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/j.compscitech.2005.03.015
1425,1425,Properties of polyethylene-layered silicate nanocomposites prepared by melt intercalation with a PP-g-MA compatibilizer,packaging,"['PE', '/', 'clay', 'nanocomposite']",,SYMBOLIC,1,https://doi.org/10.1016/j.compscitech.2005.03.015
1426,1426,Properties of polyethylene-layered silicate nanocomposites prepared by melt intercalation with a PP-g-MA compatibilizer,packaging,['PECN'],,SYMBOLIC,1,https://doi.org/10.1016/j.compscitech.2005.03.015
1427,1427,Soluble soybean polysaccharide A new carbohydrate to make a biodegradable film for sustainable green packaging,packaging,"['soluble', 'soybean', 'polysaccharide']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.05.037
1428,1428,Soluble soybean polysaccharide A new carbohydrate to make a biodegradable film for sustainable green packaging,packaging,['film'],,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.05.037
1429,1429,Soluble soybean polysaccharide A new carbohydrate to make a biodegradable film for sustainable green packaging,packaging,"['SSPS-based', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.05.037
1430,1430,Soluble soybean polysaccharide A new carbohydrate to make a biodegradable film for sustainable green packaging,packaging,"['SSPS', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.05.037
1431,1431,Soluble soybean polysaccharide A new carbohydrate to make a biodegradable film for sustainable green packaging,packaging,"['soluble', 'soybean', 'polysaccharide', 'based', 'film']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.05.037
1432,1432,Soluble soybean polysaccharide A new carbohydrate to make a biodegradable film for sustainable green packaging,packaging,"['films', 'from', 'psyllium-seed', 'gum']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.05.037
1433,1433,Soluble soybean polysaccharide A new carbohydrate to make a biodegradable film for sustainable green packaging,packaging,['cellophane'],,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.05.037
1434,1434,Structure–property relationships in cross-linked polyester–clay nanocomposites,packaging,"['polyester–clay', 'nanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/S0032-3861(02)00187-8
1435,1435,Structure–property relationships in cross-linked polyester–clay nanocomposites,packaging,"['PET', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/S0032-3861(02)00187-8
1436,1436,Structure–property relationships in cross-linked polyester–clay nanocomposites,packaging,"['polyester–clay', 'nanocomposite']",,SYMBOLIC,1,https://doi.org/10.1016/S0032-3861(02)00187-8
1437,1437,Structure–property relationships in cross-linked polyester–clay nanocomposites,packaging,"['Polyester–clay', 'nanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/S0032-3861(02)00187-8
1438,1438,Structure–property relationships in cross-linked polyester–clay nanocomposites,packaging,"['crosslinked', 'polyester–clay', 'nanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/S0032-3861(02)00187-8
1439,1439,Structure–property relationships in cross-linked polyester–clay nanocomposites,packaging,"['polymer–clay', 'nanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/S0032-3861(02)00187-8
1440,1440,Suitability of novel galactomannans as edible coatings for tropical fruits,packaging,"['films', 'of', 'locust', 'bean', 'gum']",,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2009.04.003
1441,1441,Suitability of novel galactomannans as edible coatings for tropical fruits,packaging,"['corn', 'starch-based', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2009.04.003
1442,1442,Suitability of novel galactomannans as edible coatings for tropical fruits,packaging,"['galactomannan', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.jfoodeng.2009.04.003
1443,1443,Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,packaging,"['polyurethane', '/', 'clay', 'nanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/j.polymer.2004.06.033
1444,1444,Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,packaging,['polyurethane'],,SYMBOLIC,1,https://doi.org/10.1016/j.polymer.2004.06.033
1445,1445,Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,packaging,"['polyurethane', '/', 'clay', 'nanocomposite']",,SYMBOLIC,1,https://doi.org/10.1016/j.polymer.2004.06.033
1446,1446,Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,packaging,"['PU', '/', 'CL-UE400S00']",,SYMBOLIC,1,https://doi.org/10.1016/j.polymer.2004.06.033
1447,1447,Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,packaging,"['PU', '/', 'CL-UE400S60']",,SYMBOLIC,1,https://doi.org/10.1016/j.polymer.2004.06.033
1448,1448,Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,packaging,"['PU', '/', 'CL-UE400S60', '5', '\xa0', 'wt', '%']",,SYMBOLIC,1,https://doi.org/10.1016/j.polymer.2004.06.033
1449,1449,Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,packaging,['PU'],,SYMBOLIC,1,https://doi.org/10.1016/j.polymer.2004.06.033
1450,1450,Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,packaging,"['PU', '/', 'clay', 'nanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/j.polymer.2004.06.033
1451,1451,Synthesis of thermal and chemical resistant oxygen barrier starch with reinforcement of nano silicon carbide,packaging,"['starch', '/', 'SiC', 'bionanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.05.061
1452,1452,Synthesis of thermal and chemical resistant oxygen barrier starch with reinforcement of nano silicon carbide,packaging,"['SSC', '0']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.05.061
1453,1453,Synthesis of thermal and chemical resistant oxygen barrier starch with reinforcement of nano silicon carbide,packaging,"['SSC', '1']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.05.061
1454,1454,Synthesis of thermal and chemical resistant oxygen barrier starch with reinforcement of nano silicon carbide,packaging,"['SSC', '2']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.05.061
1455,1455,Synthesis of thermal and chemical resistant oxygen barrier starch with reinforcement of nano silicon carbide,packaging,"['SSC', '5']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.05.061
1456,1456,Synthesis of thermal and chemical resistant oxygen barrier starch with reinforcement of nano silicon carbide,packaging,"['SSC', '8']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.05.061
1457,1457,Synthesis of thermal and chemical resistant oxygen barrier starch with reinforcement of nano silicon carbide,packaging,"['SSC', '10']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.05.061
1458,1458,Synthesis of thermal and chemical resistant oxygen barrier starch with reinforcement of nano silicon carbide,packaging,"['Starch', '/', 'SiC', 'bionanocomposites']",,SYMBOLIC,1,https://doi.org/10.1016/j.carbpol.2013.05.061
1459,1459,"Tensile, water vapor barrier and antimicrobial properties of PLA nanoclay composite films",packaging,"['PLA-based', 'composite', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.02.015
1460,1460,"Tensile, water vapor barrier and antimicrobial properties of PLA nanoclay composite films",packaging,"['PLA', 'film']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.02.015
1461,1461,"Tensile, water vapor barrier and antimicrobial properties of PLA nanoclay composite films",packaging,"['PLA', '/', 'clay', 'composite', 'films']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.02.015
1462,1462,"Tensile, water vapor barrier and antimicrobial properties of PLA nanoclay composite films",packaging,"['PLA', '/', 'Cloisite', '30B', 'composite', 'film']",,SYMBOLIC,1,https://doi.org/10.1016/j.lwt.2008.02.015
